251002,Kadovar,8/12/2020,"Based on satellite and wind model data, the Darwin VAAC reported that on 16 August an ash plume from Kadovar rose to an altitude of 1.5 km (5,000 ft) a.s.l. and drifted NW."
300130,Karymsky,8/12/2020,KVERT reported that a thermal anomaly over Karymsky was identified in satellite images on 7 and 10 August; weather clouds prevented views of the volcano on the other days during 7-14 August. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).
261170,Kerinci,8/12/2020,"PVMBG reported that at 1602 on 12 August a brown ash emission from Kerinci rose 1 km above the summit and drifted NE, E, and SE. At 1225 on 13 August and 0731 on 15 August brown ash emissions rose 600-800 m and drifted ENE and NW, respectively. On 16 August brown emissions rose 300-500 m and drifted W. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 3-km exclusion zone."
284096,Nishinoshima,8/12/2020,"Based on satellite data, the Tokyo VAAC reported that during 12-18 August ash plumes from Nishinoshima rose to 2.4-5.5 km (8,000-18,000 ft) a.s.l. and drifted NE, NW, W, and SW."
352010,Reventador,8/12/2020,"IG reported that a high level of activity continued to be recorded at Reventador during 11-17 August. Gas, steam, and ash emissions observed sometimes multiple times a day with the webcam or reported by the Washington VAAC rose as high as 1 km above the summit crater and drifted NW and W. Cloudy weather sometimes prevented views of the volcano. Incandescent blocks rolled 500-700 m down mainly the NE and E flanks during 12-13 and 15-16 August. A lava flow traveled 200 m down the NE flank on 13 August. The flow lengthened to 300 m by 15 August and remained active, though did not advance, through 18 August. A small pyroclastic flow descended the NE flank during 15-16 August."
263300,Semeru,8/12/2020,"The Darwin VAAC reported, based on satellite images and weather models, that on 14 and 16 August ash plumes from Semeru rose to an altitude of 4 km (13,000 ft) a.s.l. and drifted W and WSW. A thermal anomaly was visible on 16 August. The Alert Level remained at 2 (on a scale of 1-4)."
300270,Sheveluch,8/12/2020,KVERT reported that a thermal anomaly over Sheveluch was identified in satellite images during 7-14 August. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).
252010,Langila,8/26/2020,"Based on analyses of satellite imagery and wind-model data, the Darwin VAAC reported that on 22 August an ash plume from Langila rose to an altitude of 1.8 km (6,000 ft) a.s.l. and drifted NW."
251020,Manam,8/26/2020,"The Darwin VAAC reported that on 20 August an ash plume from Manam rose 2.1 km (7,000 ft) a.s.l. and drifted W and WSW, based on satellite data and a ground-based observer. On 31 August an ash plume rose to 4.6 km (15,000 ft) a.s.l. and drifted W."
263340,Raung,8/26/2020,"PVMBG reported that on 21 August white-and-brown emissions rose 100 m above Raung’s summit and drifted N and S. White plumes rose as high as 100 m during 22-26 August; weather conditions prevented visual observations during 27-31 August. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 2-km exclusion zone."
261080,Sinabung,8/26/2020,"PVMBG reported that white-and-gray plumes rose as high as 2 km above Sinabung’s summit and drifted in multiple directions during 18-20, 23-25, and 31 August. An eruptive event was recorded at 0517, though weather conditions prevented visual confirmation. White plumes were seen rising 100-400 m during 22 and 26-30 August. Notably, at 1823 on 19 August an ash plume rose 4 km above the crater rim and drifted ESE. At 0741 on 23 August a gray ash plume rose 1.5 km and drifted E; pyroclastic flows traveled about 1 km down the E and SE flanks. The Alert Level remained at 3 (on a scale of 1-4), with a general exclusion zone of 3 km and extensions to 5 km on the SE sector and 4 km in the NE sector."
282080,Aira,8/26/2020,JMA reported that very small eruptive events at Minamidake Crater (at Aira Caldera’s Sakurajima volcano) were recorded during 17-28 August; the volcano was quiet during 29-31 August. The Alert Level remained at 3 (on a 5-level scale).
282110,Asosan,8/26/2020,"JMA reported that no eruptions at Asosan had been observed since 16 June; only white plumes rose as high as 1 km above the crater afterwards. Sulfur dioxide emissions had been low since mid-June, and volcanic-tremor amplitude decreased to low levels on 18 July. During a field inspection on 17 August, observers noted no water in the crater and a whitish area at the center of the crater floor. On 18 August the Alert Level was lowered to 1 (on a scale of 1-5)."
268010,Dukono,8/26/2020,"Based on satellite and wind model data, the Darwin VAAC reported that during 19 August-1 September ash plumes from Dukono rose 2.1-2.7 km (7,000-9,000 ft) a.s.l. and drifted in multiple directions. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 2-km exclusion zone."
290380,Ebeko,8/26/2020,"Volcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 14-17 and 21-28 August that sent ash plumes up to 4 km (13,100 ft) a.s.l. and drifted NE, E, S, and NW. Ashfall was reported in Severo-Kurilsk on 22 August. A thermal anomaly over the volcano was identified in satellite images during 16 and 24-25 August. The Aviation Color Code remained at Orange (the second highest level on a four-color scale)."
342090,Fuego,8/26/2020,"INSIVUMEH reported that there were 3-16 explosions per hour at Fuego recorded during 26 August-1 September, generating ash plumes as high as 1.1 km above the crater rim that generally drifted 10-20 km NW, W, and SW. Shock waves rattled buildings within a 20-km radius. Incandescent material was ejected 100-300 m high, causing avalanches of blocks in the Ceniza (SSW), Seca (W), Trinidad (S), Taniluyá (SW), Las Lajas, and Honda drainages; avalanches sometimes reached vegetated areas. Ashfall was reported in several areas downwind including Morelia (9 km SW), Panimaché I and II (8 km SW), Finca Palo Verde, Santa Sofía (12 km SW), San Pedro Yepocapa (8 km NW), and Sangre de Cristo (8 km WSW). During 26-27 August a lava flow traveled 150 m down the Ceniza drainage and lengthened to 400 m on 28 August; the front of the lava flow generated block avalanches. By 30 August the continuously active flow was 500 m long. During 31 August-1 September the first 200 m of the lava flow was active and continued to produce block avalanches."
268030,Ibu,8/26/2020,"PVMBG reported that during 18-29 August white and gray ash plumes rose 200-800 m above Ibu’s summit and drifted in multiple directions; weather conditions prevented observations on 27 August. The Darwin VAAC noted a thermal anomaly over the volcano on 23 August. Emissions were brown and white on 30 August. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to stay at least 2 km away from the active crater, and 3.5 km away on the N side."
345060,Irazu,8/26/2020,"OVSICORI-UNA reported that Irazú’s seismic network recorded land movement 1.2 km SW of the SW crater rim in a high area used for radio and television antennas. Landslides in the area had been observed since 2014, but activity accelerated in the previous months. The number of events indicating landslides began to exponentially increase particularly after 20 August. The rate of movement had increased to 20 m/year horizontally and about 25 m/year vertically by 24 August; movement of more than 20 cm was recorded during 23-24 August. A large block collapsed to the NW, into the Rio Sucio drainage, during the morning of 26 August."
251002,Kadovar,8/26/2020,"Based on satellite data, the Darwin VAAC reported that on 26 August an ash plume from Kadovar rose to an altitude of 2.1 km (7,000 ft) a.s.l., drifted WNW, and quickly dissipated."
300130,Karymsky,8/26/2020,KVERT reported that a thermal anomaly over Karymsky was identified in satellite images on 18 and 21 August; weather clouds prevented views of the volcano on the other days during 14-28 August. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).
261170,Kerinci,8/26/2020,"PVMBG reported that during 19-22 August brown emissions from Kerinci rose as high as 600 m above the summit and drifted W. Pilots reported that during 20-21 August ash plumes rose to 4-4.6 km (13,000-15,000 ft) a.s.l., or 150-770 m above the summit, and drifted NE and SW. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 3-km exclusion zone."
284096,Nishinoshima,8/26/2020,"Japan Coast Guard reported that during an overflight of Nishinoshima on 19 August scientists observed a white plume comprised of volcanic gases rising 3 km from the crater. No lava effusion was visible, though the inner crater was hot. The entire island was covered with ash."
342110,Pacaya,8/26/2020,"INSIVUMEH reported that during 26 August-1 September Strombolian explosions at Pacaya’s Mackenney Crater ejected material as high as 150 m above the crater rim. By 30 August lava flows advanced 300 and 650 m on the NE and N flanks, respectively. A continually active 300-m-long lava flow originated from a vent on the NW flank. By 31 August no fumes rose from the NE lava flow, suggesting it was no longer advancing. Two lava flows, 50 and 350 m long, advanced N on 1 September."
341090,Popocatepetl,8/26/2020,"CENAPRED reported that each day during 25 August-1 September there were 96-331 steam-and-gas emissions from Popocatépetl, some of which contained minor amounts of ash. The Alert Level remained at Yellow, Phase Two (middle level on a three-color scale)."
345020,Rincon de la Vieja,8/26/2020,"OVSICORI-UNA reported continuing phreatic activity at Rincón de la Vieja during 19 August-1 September. Phreatic explosions were recorded almost daily, sometimes multiple times a day, though weather conditions often prevented visual confirmation of emissions. Plumes were seen rising 0.5-1 km above the crater rim on 19, 24, 28, and 31 August."
354006,Sabancaya,8/26/2020,"Instituto Geofísico del Perú (IGP) reported a daily average of 29 explosions at Sabancaya during 24-30 August. Gas-and-ash plumes rose as high as 3.5 km above the summit and drifted E, SE, and S, SW, and NW. Four thermal anomalies over the crater were identified in satellite data. Minor inflation was detected in areas N of Hualca Hualca (4 km N) and on the SE flank. On 29 August Instituto Geológico Minero y Metalúrgico (INGEMMET) reported increased activity during 28-29 August and noted higher seismic levels and inflation over the previous few weeks. The Alert Level remained at Orange (the second highest level on a four-color scale) and the public were warned to stay outside of a 12-km radius."
342030,Santa Maria,8/26/2020,"INSIVUMEH reported that during 26 August-1 September explosions at Santa María's Santiaguito lava-dome complex generated ash plumes that rose as high as 1 km above the crater and drifted as far as 1 km W and SW. Block avalanches descended multiple flanks of Caliente cone; some reached the base of the cone and were sometimes accompanied by small pyroclastic flows. The lava dome was incandescent most nights, sometimes for prolonged periods of time."
300270,Sheveluch,8/26/2020,KVERT reported that a thermal anomaly over Sheveluch was identified almost daily in satellite images during 14-28 August; weather cloud cover prevented views on 15 and 27 August. A plume of resuspended ash drifted 75 km ESE on 24 August. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).
282030,Suwanosejima,8/26/2020,"JMA reported nighttime incandescence at Suwanosejima’s Ontake Crater during 14-24 August. Occasional eruptive events and about 12 explosions were recorded during 18-24 August. One of the explosions, detected at 0452 on 21 August, ejected blocks as far as 600 m from the crater. An explosion at 1449 that same day generated a grayish white ash plume that rose more than 2 km above the crater rim. Ashfall was noted in Toshima village (4 km SSW) on 21 August. The Alert Level remained at 2 (on a 5-level scale)."
345070,Turrialba,8/26/2020,"On 21 August OVSICORI-UNA reported that fracturing of SW wall of Turrialba’s active crater, along with an area of incandescence within the fracture zone, had been observed during the previous month. An eruption was recorded at 1253 on 22 August, though a plume was not visible due to weather conditions. At 2301 on 24 August a plume rose 1 km above the crater rim."
255060,Kavachi,9/2/2020,Satellite data showed discolored water around Kavachi possibly beginning in early September; by 7 September discolored plumes in the water were visible E of the submarine cone.
261080,Sinabung,9/2/2020,"PVMBG reported that white plumes rose as high as 600 m above Sinabung’s summit and drifted in multiple directions on most days during 2-8 September. At 0513 on 5 September an eruption produced a gray ash plume that rose at least 800 m and drifted NNE. Emissions were brown and white on 6 September. The Alert Level remained at 3 (on a scale of 1-4), with a general exclusion zone of 3 km and extensions to 5 km on the SE sector and 4 km in the NE sector."
282080,Aira,9/2/2020,"JMA reported that 12 eruptive events at Minamidake Crater (at Aira Caldera’s Sakurajima volcano) during 31 August-7 September produced plumes that rose as high as 1.7 km above the crater rim. The daily sulfur dioxide emission rate was 1,400 tons/day on 31 August. The Alert Level remained at 3 (on a 5-level scale)."
311240,Cleveland,9/2/2020,"AVO lowered both the Volcano Alert Level and the Aviation Color Code for Cleveland to Unassigned on 3 September, noting a lack of unrest over the past few months. A short-lived explosion was recorded on 1 June; satellite images showed no signs of elevated temperatures nor surficial changes in the summit crater since then."
357090,Copahue,9/2/2020,"SERNAGEOMIN reported continuing activity at Copahue during 16-31 August. Webcams recorded gas-and-ash plumes rising as high as 1.7 km, sometimes associated with nighttime crater incandescence. The plumes drifted in multiple directions as far as 4.3 km N, 9 km NE, 8 km E, 4 km SE, 4 km SW, 9 km W, and 4.4 km NW. Sulfur dioxide emissions were high, averaging 2,641 tonnes per day (ranging from 2,029 to 3,253 tonnes per day), with a high value of 4,627 on 27 August. The Alert Level was remained at Yellow (the second lowest level on a four-color scale). ONEMI maintained the Yellow Alert (the middle level on a three-color scale) for residents of the Alto Biobío municipality and access to an area within 1 km of El Agrio Crater was restricted to the public."
268010,Dukono,9/2/2020,"Based on satellite and wind model data, and information from PVMBG, the Darwin VAAC reported that during 2-8 September ash plumes from Dukono rose 2.1 km (7,000 ft) a.s.l. and drifted NW, W, and SW. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 2-km exclusion zone."
290380,Ebeko,9/2/2020,"Volcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 27-28 and 30-31 August, and 1-2 September. Ash plumes rose up to 3 km (10,000 ft) a.s.l. and drifted N, NE, SE, and S. The Aviation Color Code remained at Orange (the second highest level on a four-color scale)."
300130,Karymsky,9/2/2020,KVERT reported that explosions at Karymsky were last recorded on 29 July. A thermal anomaly was weak for most of August and undetectable after 21 August. The Aviation Color Code was lowered to Green (the lowest level on a four-color scale) on 3 September.
311310,Makushin,9/2/2020,"Seismicity at Makushin returned to background levels after steadily declining for almost three months following a sequence of earthquakes about 10 km E of the summit at a depth of 8 km that had started on 15 June. AVO lowered the Aviation Color Code and Volcano Alert Level remained at Green and Normal, respectively, on 8 September."
345020,Rincon de la Vieja,9/2/2020,"OVSICORI-UNA reported that on 3 September geologists observed Rincón de la Vieja from the summit and noted that the acid lake in the main crater had a low water level, was actively convecting, and exhibited strong gas emissions. The temperature of the lake was 60 degrees Celsius. Vigorous fumaroles on the inner W wall of the crater were 120 degrees Celsius. At 0559 on 8 September an eruption produced a plume that rose 500 m above the crater rim."
352090,Sangay,9/2/2020,"IG reported a high level of activity at Sangay during 2-8 September. Seismicity was characterized by high levels of explosions, harmonic tremor, long-period earthquakes, and signals indicating emissions. Weather clouds often prevented visual observations of the volcano, but the Washington VAAC and IG webcams recorded daily ash plumes that rose 600-1,500 m above the summit and drifted NW, W, and S. Lahars were periodically generated by heavy rains. On 2 September pyroclastic flows descended the SE flank."
263300,Semeru,9/2/2020,PVMBG reported that at 0541 on 8 September an ash plume from Semeru rose 400 m above the summit and drifted S. The Alert Level remained at 2 (on a scale of 1-4).
300270,Sheveluch,9/2/2020,KVERT reported that a thermal anomaly over Sheveluch was identified in satellite images daily during 28 August-4 September. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).
282030,Suwanosejima,9/2/2020,"JMA reported periodic nighttime incandescence at Suwanosejima’s Ontake Crater during 28 August-4 September, and there was a total of 11 eruptions. An eruption at 0234 on 4 September generated a grayish white ash plume that rose 1.3 km above the crater rim before entering weather clouds. The Alert Level remained at 2 (on a 5-level scale)."
221080,Erta Ale,9/16/2020,"Satellite data showed thermal anomalies in both of Erta Ale’s S and N pit craters in mid-August, though by 5 September only the N pit had anomalous temperatures."
312030,Pavlof,9/16/2020,On 21 September AVO announced that the Volcano Alert Level for Pavlof was raised to Advisory and the Aviation Color Code was raised to Yellow. Seismicity had increased above background levels during the previous day and was characterized by ongoing tremor.
352090,Sangay,9/16/2020,"IG reported a high level of activity at Sangay during 15-22 September. Seismicity was characterized by high levels of explosions, harmonic tremor, long-period earthquakes, and signals indicating emissions. Weather clouds sometimes prevented visual observations of the volcano, but the Washington VAAC and IG webcams recorded daily ash plumes that rose as high as 2 km above the summit and drifted in multiple directions. Pyroclastic flows descended the SE flank almost daily.

An explosion at 0420 on 20 September was the largest such event in the recent months. Within 10 minutes several satellite images showed a large ash cloud rising 6-10 km above the summit; high-altitude parts of the cloud drifted E while lower parts drifted W. Servicio Nacional de Gestión de Riesgos y Emergencias (SNGRE) reported that 32 districts within the provinces of Chimborazo, Bolívar, Guayas, and Los Ríos were affected by ashfall. Authorities in the districts of Bucay and Cumandá restricted driving, the opening of businesses, and outdoor activities due to ashfall. The José Joaquín de Olmedo Airport in Guayaquil suspended its operations for seven hours to clean the runways. Ashfall was most significant in Chimborazo, particularly in the districts of Guamote, Alausí, Chunchi, Pallatanga, and Cumandá, with photos showing poor visibility and ashfall covering streets, cars, and houses. Ashfall significantly impacted agriculture fields.

Authorities inspected the confluence of the Volcán River (SE flank) and Upano River, and observed significant deposits of tephra, some of which had dammed the river and created an immense lagoon. Normally the Upano was about 25 m wide in that area but because of the deposits it was more than 250 m across and had almost no water in it. After the explosion, IG noted that activity returned to levels similar to previous months with ash plumes rising 1-2 km above the volcano during 20-22 September."
282080,Aira,9/16/2020,JMA reported that very small eruptive events at Minamidake Crater (at Aira Caldera’s Sakurajima volcano) were occasionally recorded during 14-21 September. Crater incandescence was visible at night. An eruption at 0810 on 15 September generated an ash plume that rose 1 km above the crater rim. The Alert Level remained at 3 (on a 5-level scale).
268010,Dukono,9/16/2020,"Based on satellite and wind model data, and information from PVMBG, the Darwin VAAC reported that during 17-22 September ash plumes from Dukono rose 2.1 km (7,000 ft) a.s.l. and drifted SW, W, NW, and N. The Alert Level remained at 2 (on a scale of 1-4), and the public was warned to remain outside of the 2-km exclusion zone."
290380,Ebeko,9/16/2020,"Volcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 11 and 14-17 September that sent ash plumes up to 3 km (10,000 ft) a.s.l. and drifted SE, E, N, and NW. A thermal anomaly over the volcano was visible in satellite data on 13 and 15 September. Ash fell in Severo-Kurilsk during 14-15 September. The Aviation Color Code remained at Orange (the second highest level on a four-color scale)."
211060,Etna,9/16/2020,INGV reported that during 14-20 September activity at Etna’s New Southeast Crater (NSEC) was characterized by Strombolian activity and ash emissions. The ejection of incandescent material onto the crater rim and the S flank was occasionally visible during phases of increased activity. Minor ash emissions sporadically rose from Voragine Crater (VOR). Strombolian activity also occurred within Northeast Crater (NEC).
